Review_ID,Customer,Review,Rating,Date
7bbbffd5-425d-4d03-8f3e-21f329cc34db,David Delgado,"Great product, very useful!",5,2025-02-09
5503b2b3-a474-4763-85d4-4e5dec5444e9,Penny Rhodes,Excellent service and fast delivery!,5,2025-01-26
e1e52037-18ef-4230-93cc-50d0e02f1cf3,Michelle Carter,Excellent service and fast delivery!,3,2025-02-13
70c3abe7-1ac2-4409-8d40-75f2f6bcaa6a,Matthew Ford,"Average, nothing special.",1,2025-01-28
05143c21-88d9-4752-8a45-4190c220180f,James Peterson,Highly recommend this!,2,2025-02-13
28c0ca08-86f8-4770-9213-ca63e479ff34,Robert Adams,"Average, nothing special.",2,2025-02-18
9c8b7776-5a57-4f2a-b6d6-9b4f06dd42a7,Heather Lane,"Very disappointed, poor design.",1,2025-01-17
028eca4f-c916-48f2-b86b-b02174bbfffc,Anna Brady,"Terrible quality, broke quickly.",1,2025-01-26
a7f293b0-a1ad-4fbb-af02-d277562eaf82,Charles Fleming,"Average, nothing special.",5,2025-01-18
746fffb0-872b-4a48-8f52-19832a423840,Heather Schroeder,"Average, nothing special.",2,2025-01-21
21165b4f-552b-4456-81e5-1d19056c63d9,Michele Higgins,Highly recommend this!,1,2025-02-16
b7550f8d-196f-4481-b936-62d842a8c9a2,Jose Nichols,"Very disappointed, poor design.",3,2025-01-13
43028399-5562-4bfd-8a3d-a73e917278a7,Angela Wright,Excellent service and fast delivery!,1,2025-01-04
295bf861-10a2-41a5-b713-6c2bba9c92ce,Alan Morales,"Terrible quality, broke quickly.",1,2025-02-05
87afd43f-022d-4db4-b7b4-1538e556ed04,Shannon Morgan,Not worth the money.,3,2025-01-03
060010e2-dc5e-4f1b-a8a9-3c8ff7e06065,Carrie Drake,"Great product, very useful!",5,2025-01-20
141209f9-cf11-4fed-b410-15d1c2d41e21,Annette Wright,Not worth the money.,5,2025-02-17
d46cfeef-fe13-4070-981d-cbd6d0c3cbcb,Heather Smith,"Average, nothing special.",2,2025-01-04
71103f0c-0b01-4d61-a9fa-d1bd4886dcb9,Michael Mitchell,"Very disappointed, poor design.",3,2025-01-09
4a637f1c-bc0f-4f4f-8c32-77a0773928a7,Jennifer Hall,"Great product, very useful!",1,2025-01-08
a72e991c-2cd9-4959-8466-99fb0d4f0b7e,Craig Rivers,"Great product, very useful!",2,2025-01-27
092d921c-c835-4153-acd4-4f6ef6491637,Jessica Lane,Highly recommend this!,5,2025-01-30
9fefb974-e129-4a39-a3eb-0f00cb180fde,Nathan Lowe,"Average, nothing special.",4,2025-01-19
b4bff889-4138-400c-bd2c-415af4537e10,Alex Hull,Highly recommend this!,3,2025-01-17
529d3fa6-b380-460c-b7d8-3972a3ef4c91,Mason Miles,"Terrible quality, broke quickly.",5,2025-01-19
8abe6b88-4852-4a1f-b162-deeddde5c0e8,Cathy Lewis,"Great product, very useful!",4,2025-02-14
4b249d4b-52fd-4cca-8fc6-08338627f888,Meredith Hickman,Excellent service and fast delivery!,5,2025-01-09
3845adf9-d2aa-44cd-b60d-ee07f683d569,Andrew Hickman,"Great product, very useful!",4,2025-01-29
5198f136-4b56-43d7-b5b2-4c5f6b2ca00e,Raymond Vega,Not worth the money.,5,2025-01-22
cd35ffd8-ecb7-4539-a558-7ffdfa4c51ca,Jacob Holloway,Highly recommend this!,2,2025-02-10
c48050d3-cd67-42c1-b718-fedef2b19ba8,Kendra Holder,Highly recommend this!,4,2025-01-07
4ab777b8-3e21-44b1-a5e1-c5dff2163ff8,Deanna Smith,Highly recommend this!,2,2025-01-09
14264a4c-97e4-47fb-830f-9f095121de7f,Hannah Bell,Highly recommend this!,5,2025-02-10
af0cfac6-cb99-4c89-a3e6-dfb9d9e0dca7,Clarence Porter,Not worth the money.,3,2025-01-31
d8e6095f-e13d-4fb3-83c3-431aff1e8da5,Erica Ellis,"Very disappointed, poor design.",1,2025-01-13
7888453b-7fc5-4d03-86a6-de5916551596,Monica Warren,"Terrible quality, broke quickly.",3,2025-02-15
829ebef1-ec4b-4ead-baa0-f33977b63a02,Melissa Moses,"Average, nothing special.",1,2025-01-31
24a1553a-3204-429a-a05d-15692d270b0b,Kathleen Johnson,"Great product, very useful!",2,2025-02-15
10b53c65-2b82-40ae-bc44-35705f3f62f0,Patricia Jones,Not worth the money.,5,2025-01-10
9b73c92e-3cc8-46aa-b228-fccd72febaab,Alexis Russell,Excellent service and fast delivery!,5,2025-01-29
d1873427-3a58-4e06-aacd-32951af13429,Jennifer Perry,"Average, nothing special.",5,2025-01-08
16f77600-417e-4fc9-a018-50272da7aca4,Cynthia Johnson,Not worth the money.,2,2025-01-03
6577c017-431d-4fe8-aaa1-e31b9c73e4a1,Larry Johnson,Not worth the money.,2,2025-01-07
2917c454-df65-47c9-b7ef-575a6e0f8017,Daniel Shelton,Excellent service and fast delivery!,2,2025-01-18
79ac1d3d-45c2-4dd0-a9af-e411e28a98f1,Jamie Newton,"Average, nothing special.",1,2025-02-05
6387166a-afe6-4b6c-91db-e27995863fa7,Teresa Nguyen,"Great product, very useful!",4,2025-02-17
cea71838-81ad-4e4f-a2b1-e14dad1a25d1,Nancy Shaffer,Highly recommend this!,2,2025-01-13
19bf6b74-7224-45f4-be03-ab9db35131f4,Lisa Wilkerson,"Terrible quality, broke quickly.",4,2025-01-01
992391be-bf74-41fa-8ba0-cfcac4164230,Eric Burch,Not worth the money.,2,2025-01-16
7f77e73b-a27f-4bda-84f9-3ff2b6228ad6,Brandon Clayton,"Terrible quality, broke quickly.",2,2025-02-07
6069f093-fda9-4629-99c2-491f25309d3d,Emily Vaughn,"Average, nothing special.",1,2025-02-16
0f87797c-bc79-404b-8360-d0e19f1d847f,Thomas Arnold,"Great product, very useful!",5,2025-01-12
e205b7f1-aa4f-4ffc-8ac4-e782c4f58ef6,Scott Tran,"Great product, very useful!",1,2025-01-05
df098559-7337-4bb6-9860-f7db5cf2f1fd,Tara Gomez,Excellent service and fast delivery!,1,2025-01-19
897a1562-9605-42a2-bb78-061b54a67c7c,Derek White,"Very disappointed, poor design.",2,2025-01-30
ed6fbc0d-a683-41bd-ad17-79120efab978,Todd Myers,Excellent service and fast delivery!,1,2025-02-07
1cb0a2f3-1a49-4e3c-901d-fba1877505dd,Clayton Morse,Excellent service and fast delivery!,1,2025-02-05
2971b40f-c058-4d49-8b5e-4be4200563ba,Patrick Morgan,"Great product, very useful!",2,2025-01-14
2aaf68c4-94d8-40ea-9b89-2e10c97ffc75,George Mullins,"Great product, very useful!",1,2025-01-06
84549f21-b686-471b-8249-9e561f2c435d,David Hatfield,"Average, nothing special.",3,2025-02-09
73138e0a-2a22-438c-ba91-298ce65787bd,Jose Young,"Very disappointed, poor design.",3,2025-02-04
4bb4cd10-d0fb-4ffa-9096-e391f16d0750,David Sawyer,"Terrible quality, broke quickly.",3,2025-02-10
cadcc48a-c263-4228-bc36-f56813615a7d,Aaron Weeks DVM,Excellent service and fast delivery!,1,2025-01-04
baf330d0-265d-4941-b3bb-19f11e5550ce,Deborah Taylor,Highly recommend this!,4,2025-02-02
ae4b3177-a6e1-46d8-aee5-cb66f684e1e0,John Vincent,Not worth the money.,1,2025-01-25
628db63a-6ddf-44f2-bb11-60666dfdd18d,Jacob Kelly,"Great product, very useful!",3,2025-02-09
57155d38-8886-4a09-af0c-6bce79779ef6,Dr. Marc Harvey,"Great product, very useful!",4,2025-02-02
5e888e39-62a2-4eec-b898-e93318f29ce0,Thomas Thomas,"Terrible quality, broke quickly.",2,2025-02-05
1cb20d09-7c33-4f41-9dc8-c531ecd14750,Holly Rowe,Excellent service and fast delivery!,4,2025-01-10
faefeb14-f3e7-4321-85aa-21efd18b369e,Joseph Jones,Excellent service and fast delivery!,1,2025-01-06
645a0ea0-63e3-40ea-a330-c44bf64ffe56,Kristina Ryan,"Very disappointed, poor design.",3,2025-01-15
6d472c8d-fee1-4ec4-ae17-a18244b4b0db,Raymond Smith,"Average, nothing special.",4,2025-01-01
8306a9bc-f905-4f0b-bb54-b5692401b6e8,Erik Smith,Excellent service and fast delivery!,1,2025-01-11
be1c0304-d813-49f0-b6cc-49817d395bf4,Jennifer Allen,"Very disappointed, poor design.",5,2025-02-15
0ec53b9a-c941-48d7-a563-072a2e9a7228,Michelle Preston,"Terrible quality, broke quickly.",4,2025-02-09
3db3e8a6-d5eb-45e2-9a4b-b8da32460f39,Alexander Morris,Excellent service and fast delivery!,5,2025-01-05
c79290d5-e011-4983-bd5f-7a3bc9005021,Alan Smith,"Terrible quality, broke quickly.",3,2025-01-14
4178c544-fe93-4ca1-b08f-f9fb36cfbfac,Thomas Salinas,"Average, nothing special.",3,2025-01-07
b2e21102-1c70-4f56-9f69-fce93bcd30bd,Tracy Miller,"Terrible quality, broke quickly.",3,2025-01-07
9a8a698d-ffa8-41a0-b910-3524677830d8,Joshua French,"Very disappointed, poor design.",5,2025-01-18
8e4c36fc-44cb-42af-a40c-545e8f52dfcb,John Watson,"Great product, very useful!",1,2025-01-11
e13e9ef0-302c-43fc-8ebb-f019e6c841be,Lori Escobar,Not worth the money.,1,2025-01-26
bd046288-caad-4f67-8578-3867b30ff51d,Matthew Park,"Great product, very useful!",3,2025-02-09
f1cc19b2-8176-46e2-94bb-8941df2c1859,Timothy Jackson,Highly recommend this!,1,2025-02-18
876cbf39-f1ba-4c9f-89ac-1b2d0405c69d,Kelly Smith,"Terrible quality, broke quickly.",2,2025-01-05
f944306b-86fa-43ab-962a-d0db401eba29,Dr. Kevin Pena,"Terrible quality, broke quickly.",5,2025-02-02
9762992d-e376-4c05-a089-48cc1ecd7046,Rachel Wu,Excellent service and fast delivery!,4,2025-01-05
312ad1f2-0b65-4e38-b56f-2486e449919e,Vanessa Williams,"Great product, very useful!",5,2025-02-06
2bdae593-2fd1-4c33-8fd0-59b980a095a6,Donald Torres,Highly recommend this!,2,2025-02-12
c410a890-e422-4816-97bd-cae019cb6e04,Ashley Byrd,"Very disappointed, poor design.",4,2025-02-09
9b88885b-4ed9-4b43-987c-b6a177c33f0b,Sarah Ewing,"Average, nothing special.",4,2025-01-13
ea0052d9-ed1f-445b-8804-ab93cc85c65d,Tabitha Alvarez,Highly recommend this!,4,2025-01-11
cbab3006-a797-4fb4-a686-fc7c288d204a,Lawrence Brown,"Very disappointed, poor design.",3,2025-02-10
70b69aa5-d5e8-4210-8247-e180306e4bdb,Tammy Marquez,"Great product, very useful!",2,2025-01-30
ca7d98ec-dfaf-4bc3-9ad7-06cf8348f074,Christopher Rogers MD,"Average, nothing special.",5,2025-02-03
12db0d99-6566-4717-835d-696d3f09582c,Isaac Stephens,"Average, nothing special.",1,2025-02-12
da25f3c9-82cf-429c-9304-d732dd8d34b9,Carrie Mccarthy,"Great product, very useful!",2,2025-01-02
3dbfd9c0-1e5a-4637-bce6-6188bf1108a8,Tracey Lopez,"Average, nothing special.",5,2025-01-10
78b5163e-a5fd-45fb-8019-7890119b1e71,Rachel Phillips,Not worth the money.,3,2025-02-13
491d1804-1aa6-41d1-a4c5-df1faf4edda1,Stephanie Nelson,Highly recommend this!,2,2025-01-13
c15d0bd2-68d3-4533-90ac-27fa422c4e10,Todd Watson,"Terrible quality, broke quickly.",4,2025-01-29
4a568051-f2b9-4034-9b69-dbe752412910,Lindsey Terry,"Very disappointed, poor design.",2,2025-01-13
61193905-37bf-43a8-a6ac-9346d571d600,Mary Moran,Highly recommend this!,4,2025-02-17
9eb6f51b-b99d-49f3-a155-137840cfc99f,Colin Carter,Highly recommend this!,1,2025-02-13
50af4368-39bb-4d3c-868c-d5df281596b6,Michael Williams,"Great product, very useful!",5,2025-01-14
dbe9bf00-3855-4f11-b97f-46d11194f56b,Bobby Santiago,Highly recommend this!,2,2025-01-29
22be50d0-dc78-4638-8ba2-04ca78c8328c,Courtney Gibbs,Excellent service and fast delivery!,4,2025-01-11
57f23501-9d9e-41b8-8d60-b33c4daae519,Brittney Foster,"Terrible quality, broke quickly.",4,2025-02-14
da70e533-c73e-40e1-8f79-90fe23da2b0c,Nancy Smith,Not worth the money.,4,2025-01-14
7babc75c-3240-4963-ba95-4de9ec6e75bb,Lori Callahan,"Terrible quality, broke quickly.",4,2025-01-29
5d07dff3-e5b5-4e5a-a7c3-a23d462f42fe,Kevin Dawson,"Average, nothing special.",3,2025-02-17
4c0f01ca-f133-46a1-b5fe-2041281ebab2,Brittney Fletcher,"Average, nothing special.",1,2025-01-10
6a93f5c2-7513-4f84-b232-3e8fd1c58d10,Thomas Singleton,"Terrible quality, broke quickly.",2,2025-02-04
0cf49cbb-798c-4f3e-a53a-f6ad6d17f17a,James Black,Excellent service and fast delivery!,1,2025-01-14
c4b65ef9-b62c-4da6-96f6-cfcfb71c0a71,Michael Wilson,Highly recommend this!,4,2025-01-08
72c9f1e0-ed55-4665-b898-aa2e363643bc,Mary Sutton,Excellent service and fast delivery!,3,2025-01-30
de05484f-ad13-449c-813d-a36501ee0c3a,Kristin Morton,Not worth the money.,5,2025-02-15
733e9dc7-3ba7-4e5d-a661-d7f0bb1e8e7c,Brian Garcia,"Terrible quality, broke quickly.",5,2025-02-10
fedd2ac5-9448-4722-aa7e-019d311afde0,Richard Mckenzie,"Very disappointed, poor design.",2,2025-01-24
035c0418-d7b5-4a09-999b-262fb5263435,Sean Hoffman,Highly recommend this!,1,2025-01-03
e365e6b6-e362-40f9-864b-0e96498f56ec,Harold Fox,"Very disappointed, poor design.",1,2025-02-04
179666d1-c9ef-4f7f-a8cf-f4f6eebee93e,Carolyn Adams,"Great product, very useful!",5,2025-02-12
dc79ca58-2eba-47fa-bb2f-bb6e09770281,Nathaniel Warner,Highly recommend this!,1,2025-01-21
d190a57d-966a-4567-b8e9-9e8c56f0dbcb,Lori Nguyen,Highly recommend this!,2,2025-01-20
d31f1955-845f-4ac4-83ce-536e22bd61e1,Cynthia Lane,"Great product, very useful!",3,2025-02-07
3f9dcd03-822f-428b-9d71-037c303e1a70,Gary Adams,"Average, nothing special.",5,2025-01-07
e5abcf9f-4fc3-42dd-bdcb-ff4a433b48c6,Susan Stout,"Very disappointed, poor design.",4,2025-01-25
69c59be8-7c2a-4804-bd67-34f7216178da,Teresa Stewart,"Very disappointed, poor design.",3,2025-02-09
43da2af6-48d3-448e-a561-31430c45f671,Sarah Parker,"Terrible quality, broke quickly.",1,2025-01-14
4c84c8da-81be-4cd5-8789-a115d55bb641,Martha Matthews,Excellent service and fast delivery!,4,2025-01-07
d9bef525-1876-4020-b82b-d3f3f79c047c,Sarah Harper,Not worth the money.,3,2025-01-25
c594219a-e0b6-4bff-acc9-f3d9cfbc6fbb,Samuel Cervantes,"Terrible quality, broke quickly.",1,2025-02-05
8ad7c712-2c09-499c-9d9b-0c4800853f6a,John Murillo,"Great product, very useful!",3,2025-02-10
101b9314-92e8-4835-9c50-e7b25dac635d,William Johnson,"Very disappointed, poor design.",5,2025-01-03
9edbafc5-3b19-431a-9d7b-820b25e4d796,John Rodriguez,"Terrible quality, broke quickly.",5,2025-01-31
ce2b8365-8e0a-4e71-acee-2be6e4bec6ac,David Weaver,"Terrible quality, broke quickly.",3,2025-01-04
6ea15b70-7cc5-4888-9f81-ccee68b99a0b,Rachel Sosa,Not worth the money.,4,2025-01-07
310190d7-0f36-408d-b9a4-f7c4638e3fab,Joseph Bryant,"Average, nothing special.",1,2025-02-06
22af3ecc-1624-4f00-8860-07dd7c0aaf94,Jason Carter,Excellent service and fast delivery!,1,2025-02-17
5b0d15d0-6a5d-404b-8e22-645a650a18c0,Erica Diaz,"Very disappointed, poor design.",3,2025-01-15
01db811e-38cf-42a6-ab12-fbd93932e734,Melissa Bennett,"Average, nothing special.",5,2025-01-18
7f0f720e-cca5-4dfb-b486-e729f9ad4bf5,Barbara Mays,"Great product, very useful!",5,2025-01-08
d55ab52f-6190-46cf-b8c5-117dfc214ecf,Andrea Hurst,"Average, nothing special.",1,2025-01-19
68b3df63-2483-4ade-a508-8e962b653b9d,William Weber,Excellent service and fast delivery!,4,2025-01-15
c9f24579-9e5e-4937-a19d-afba849878df,Melissa Williams,"Very disappointed, poor design.",2,2025-02-16
8d2956c2-dc2f-4893-b679-8b54610c1538,Kenneth Best,"Very disappointed, poor design.",5,2025-02-06
cf5eb656-c539-4392-b759-e8f2e5346381,Shawn Collins,Excellent service and fast delivery!,2,2025-01-26
d99e3ba6-9b9c-4649-94bb-0b805a1147bd,Cody Gates,Not worth the money.,4,2025-01-20
7d5b9fbe-eb7d-40f8-9721-90104f974bc5,Megan Smith,Highly recommend this!,3,2025-01-30
96247120-01f4-410a-9a02-11201710dc43,Marissa Shaw,"Average, nothing special.",1,2025-02-02
dd7ce141-7a49-4e56-9454-d068bf909fd2,Tyler Lopez,"Terrible quality, broke quickly.",2,2025-02-12
6ee62113-da7e-4cfa-9dd2-0d3246dd86c8,Nicholas Steele,"Terrible quality, broke quickly.",1,2025-01-24
8721f25c-85e4-468a-b735-3b295e655794,Dean Gomez,"Average, nothing special.",4,2025-02-01
fa7c4e45-d7f3-403f-8b87-ba933469fd0b,Ashley Johnson DVM,Highly recommend this!,5,2025-01-15
e25c47e3-62dc-4fa1-a9c3-8bd91a318d17,Noah Dorsey,"Very disappointed, poor design.",1,2025-02-11
e5207016-01fa-4130-9ca0-c662bfb96bd4,Mark Johnson,Not worth the money.,1,2025-02-03
f82f82b9-0de1-43b3-8413-365db07c0912,Brenda Stein,"Great product, very useful!",5,2025-01-06
1f738a0b-d6c4-4676-8c0d-85bcb8ace452,Stephanie White,"Great product, very useful!",3,2025-02-02
57179b60-96c7-4d4e-9a69-0b006e48e985,Dana Potter,Not worth the money.,5,2025-01-07
0baf20f1-6b4e-41d9-8a75-d6ac4b1f310b,James Stone,"Terrible quality, broke quickly.",5,2025-01-08
8020d7c6-3ec0-40ce-b77e-fe7dd70415f4,Andrew Andrews,Highly recommend this!,4,2025-01-06
772a6842-d050-4628-964b-46d40d15a483,Ronald Jones,Not worth the money.,1,2025-01-31
09f50308-1bc4-493e-acb4-1171347dd2c4,Kara Martinez,"Average, nothing special.",3,2025-01-31
c2e7eae7-cd2d-442c-a55e-b5dd4298e88d,Alexandra Bean,"Terrible quality, broke quickly.",5,2025-01-09
d139e46a-bcf5-4a03-9312-b42dd0c772de,David Webb,Excellent service and fast delivery!,3,2025-02-17
e7ebe1fa-2ee9-4aea-8ef0-fa4a365fb32a,James Rodgers,Highly recommend this!,5,2025-02-09
c84cd69f-cf6e-47e3-8266-eebde7a0db18,Jane Baker,"Very disappointed, poor design.",4,2025-02-11
21c7edeb-7de0-467f-816f-e2cffc93ae68,Rhonda Jackson,"Average, nothing special.",4,2025-01-06
bdc934cd-5295-4dc9-8488-122419fcbc43,Jennifer Thornton,"Terrible quality, broke quickly.",5,2025-02-13
05abaa40-2f43-442c-bd5d-9682fefb0391,Pamela Schroeder,"Terrible quality, broke quickly.",3,2025-02-15
df0710b1-c370-4435-9757-b4395932d851,Rodney Dickson,"Terrible quality, broke quickly.",2,2025-01-27
99cbc3e7-a7c4-45a4-8370-043824b8a13b,Catherine Anderson,Excellent service and fast delivery!,3,2025-01-16
ee8b8d93-beb1-4f7f-baf0-e77fab557994,Scott Davis,Not worth the money.,2,2025-02-05
d29f26db-1618-4d29-a559-d221d0b59c56,Elizabeth Ramirez,Highly recommend this!,3,2025-01-19
56a6718d-56e5-45ed-8e16-308fd55e05de,Austin Russell,Not worth the money.,4,2025-01-16
16dc7ea4-7368-4b80-9a81-d91ab707b02e,Steven Lane,"Great product, very useful!",5,2025-02-16
3d1a1c9a-8452-4255-bb02-db3829acd475,Christina Walters,Highly recommend this!,3,2025-01-13
7fa6e810-f8d8-451f-969d-205610940485,Daryl Garcia,"Average, nothing special.",5,2025-02-11
1450c692-19a1-4ec7-bcf7-b8f44d0f74ad,Joseph Vasquez,"Great product, very useful!",2,2025-02-01
d9d48e81-2e05-4167-943a-8b6fe384038b,Jenny Mcintosh,"Average, nothing special.",3,2025-01-14
b5e5c098-843a-47cc-9490-d51b87ed104a,James Gibbs,"Terrible quality, broke quickly.",2,2025-01-14
ac47a0aa-e9ad-42ea-87fc-0b9f51f77630,Bridget Hurley,Not worth the money.,5,2025-02-10
117152c3-1f0a-4180-b5d8-ffa2c08cbffd,Karen Stephenson,"Very disappointed, poor design.",4,2025-01-18
2d96cefe-c5ed-4465-9f2c-439797918d68,Angela Gutierrez,"Very disappointed, poor design.",5,2025-01-07
f026f5da-f619-486e-825c-29c7b6de17bf,Chloe Smith,Not worth the money.,3,2025-01-06
bac1d5cb-7baa-43a6-9f0d-aac563e1b0d9,Rachel Hubbard,Highly recommend this!,1,2025-01-29
1fa5a8da-94b5-4f11-9aa8-71afe3d3d039,Alyssa Mccarty,"Terrible quality, broke quickly.",5,2025-02-14
9ad2ee68-899f-4efb-8b96-a8fbe19b2025,Robert Ayers,"Terrible quality, broke quickly.",3,2025-01-08
541e11d0-5b1b-42b3-8907-6a1861f3bc5b,Jason Allison,"Terrible quality, broke quickly.",4,2025-01-06
c9da2f95-a079-468c-9c58-f5f3d862639b,Kim Bautista,"Very disappointed, poor design.",2,2025-02-17
d3441f35-c4b3-4be4-94f4-865c6145632f,Carolyn Wright,Not worth the money.,2,2025-01-28
489c57b7-a839-4f2d-baf8-6d4781989021,Tiffany Larsen,Not worth the money.,3,2025-01-10
76de348e-a840-415d-84b2-8ec576bded88,Karen Martin,"Great product, very useful!",5,2025-01-31
8bdf052c-d2d2-47a9-8e95-895852632165,Alexander Clark,Highly recommend this!,5,2025-02-16
5fdfc581-5678-4538-87c0-90ff99e32190,Michael Brooks,Not worth the money.,1,2025-01-15
020a69d4-f348-4cde-8479-a5ff1be2371c,Jennifer Smith,Excellent service and fast delivery!,3,2025-01-16
e5b6de00-3d0a-4175-89ae-669ea632a93f,Stacey Shelton,Not worth the money.,1,2025-02-16
6eeb00ca-e5c7-4393-90d2-3179d8bc6e73,Stephanie Perry,Excellent service and fast delivery!,1,2025-01-27
c25a778c-14d6-43c8-b6e6-8d66cc249099,Jamie Bond,"Average, nothing special.",4,2025-02-04
